chunk_id,chunk_index,document_id,section_id,toc_page_range,token_count,citation_string,text_preview
12618777-d40e-4105-b724-6490e989a413,12,712771_000143774925011656,preamble,,1177,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 12",. The public announcement of an adjournment or postponement of an annual meeting will not commence a new time period (or
ba7eeddc-7189-4787-b68c-ba278b1de0b3,13,712771_000143774925011656,preamble,,1182,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 13",. The Company’s cybersecurity risk mitigation program involves a combination of internal resources and the use of third 
ffa9e30a-2c8f-4cd0-886b-9d10fae503d0,14,712771_000143774925011656,preamble,,1188,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 14",". During 2024, approximately 94% of our employees participated in the Engagement Survey. 22 ● As discussed above, our No"
ca6fdd78-34f4-44de-af70-f66cdd080cba,15,712771_000143774925011656,preamble,,1166,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 15",". For 2024, 55% of our equity share grants for our CEO, Bank President, and CFO will vest only if predetermined 3-year p"
270151d0-a27f-43c2-a201-3a634c71dd56,16,712771_000143774925011656,preamble,,916,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 16",. Long-Term Incentive Plan ● Aligns executives’ interests with those of shareholders through equity-based compensation a
040c202a-cd27-4b24-9bcf-c4ddbc58d824,17,712771_000143774925011656,preamble,,1134,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 17",". These metrics were selected by the Compensation Committee to reflect our goal to reward profitability, strategic prior"
4aafb421-8bdc-47ab-a21f-3ed7b491e2aa,18,712771_000143774925011656,preamble,,1168,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 18",". Grants have a target opportunity, but the Committee can adjust the grant based on consideration of performance factors"
dede974c-36cb-4cf1-8438-ffda5af231dc,19,712771_000143774925011656,preamble,,1172,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 19",". Grant Practices and Timing We do not currently grant stock options as part of our equity compensation programs and, th"
26105620-6d85-4d06-b0f2-5d4f2c52c7ba,20,712771_000143774925011656,preamble,,1197,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 20",". If such a termination occurs within two years following a change in control (as defined in the employment agreement), "
42dbdd97-95e4-4683-9a2f-a6b64b1a28fb,21,712771_000143774925011656,preamble,,1181,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 21",. The severance benefits are subject to reduction in the event the benefits would constitute an “excess parachute paymen
d33e342d-05d2-4955-99e1-8e2a68b95df6,22,712771_000143774925011656,preamble,,827,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 22",. The period to achieve compliance is five (5) years from the day the individual becomes subject to the policy. The Comp
0905ff71-7694-424a-8cd4-0a062a389ceb,23,712771_000143774925011656,preamble,,1164,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 23",". Burns, 2024 $ 500,250 $ - $ 326,307 $ - $ 329,074 $ 340,435 $ 37,363 $ 1,533,428 Senior Executive Vice President 2023 "
e9cabb44-0c98-4971-a2f7-e8c24d1367b9,24,712771_000143774925011656,preamble,,1193,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 24",". If such a termination occurs within two years following a change in control (as defined in the employment agreement), "
a01c93a2-58cb-4f27-a87a-3a459ca8d447,25,712771_000143774925011656,preamble,,1111,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 25",. The severance benefits are subject to reduction in the event the benefits would constitute an “excess parachute paymen
cbd3efb9-e224-4ce7-b87d-c0088de26e8d,26,712771_000143774925011656,preamble,,1124,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 26",". We estimate that the median annual compensation for all Company employees, excluding Mr. Sorrentino, was $90,500 for 2"
72a9f67b-63de-4abd-b7c7-3f1458173ac3,27,712771_000143774925011656,preamble,,1187,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 27",". Burns, Elizabeth Magennis, Laura Criscione and Michael O’Malley for 2024, William S. Burns, Elizabeth Magennis, Christ"
5fdd0585-ff9d-4df4-b7b5-000e6b1c414e,28,712771_000143774925011656,preamble,,1098,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 28",". Burns 03/22/24 - - - 4,721 9,441 14,162 7,724 - n/a 326,307 Elizabeth Magennis 03/22/24 - - - 5,078 10,155 15,233 8,30"
f42d35d5-63bf-4f07-b50b-f870a90164a3,29,712771_000143774925011656,preamble,,1142,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 29",". The amounts payable to the participants’ beneficiaries vary among the participants, and the age at which a participant"
aa9062fe-ba43-4859-a147-7eed98cb15ae,30,712771_000143774925011656,preamble,,1178,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 30",". Sorrentino, Huttle, Boswell and Kempner owns an 11.1% interest in the limited liability company. No director is the ma"
aa844a73-65e8-48e2-9d1d-24f5217ee65c,31,712771_000143774925011656,preamble,,688,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 31",. 47 The Audit and Risk Committee has appointed the firm of Crowe LLP to act as our independent registered public accoun
1f3752b5-917d-4b59-909e-eb4d17bd9835,32,712771_000143774925011656,preamble,,678,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 32","UNITED STATES SECURITIES AND EXCHANGE COMMISSION Washington, D.C. 20549 SCHEDULE 14A Proxy Statement Pursuant to Section"
bc71a3d7-7ff3-40b4-995f-0f1f2d4371ad,33,712771_000143774925011656,preamble,,1196,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 33",". Because the Annual Meeting is virtual and being conducted via live webcast, shareholders will not be able to attend th"
c12c1acb-dddc-42c7-9b38-090adb7fd60a,34,712771_000143774925011656,preamble,,1173,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 34",. The webcast starts at 9:15 a.m. We encourage you to access the meeting prior to the start time. If you encounter any d
9783a247-b2d0-43a4-bb2a-91001cb9fe7b,35,712771_000143774925011656,preamble,,1175,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 35",. The Board’s recommendation is set forth together with the description of each item in this Proxy Statement. In summary
0a56095d-4d94-44e0-a6e3-b9d257d9074a,36,712771_000143774925011656,preamble,,1157,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 36",. The Board of Directors has determined that the Board as a whole must have the right mix of characteristics and skills 
af73916b-e0e7-48da-8ff8-d244e227cbc3,37,712771_000143774925011656,preamble,,1189,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 37",". The Board of Directors of the Company has nominated for election to the Board of Directors the persons named below, ea"
19164c4b-7d8d-408d-b42b-e6149256e963,38,712771_000143774925011656,preamble,,1173,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 38",". Magennis became President of the Bank in December of 2020, having previously served as the Bank’s Executive Vice Presi"
0ee509d7-be1c-4169-8354-f31c7a0c18ef,39,712771_000143774925011656,preamble,,1187,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 39",". In addition, he serves as the President of Payserv Corporation, a payroll processing and human resource management com"
82ce17a7-708d-4120-8cea-6f7c52a74a34,40,712771_000143774925011656,preamble,,1188,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 40",". Sorrentino’s spouse in her IRA Account. (2) Includes (i) 272,133 held by an irrevocable trust for benefit of Mr. Boswe"
f38f9cef-e91c-4837-8eca-134ff8261fc8,41,712771_000143774925011656,preamble,,1197,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 41",. A majority of the Board consists of individuals who are “independent” under the NASDAQ listing standards. In making th
2de9b3b5-a423-452a-9b65-7e3d9dfe2df5,42,712771_000143774925011656,preamble,,1069,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 42",. 16 The Audit and Risk Committee meets periodically to consider the adequacy of the Company’s financial controls and th
b5083d50-a5a0-4b9b-aa2a-f30da280ddd2,43,712771_000143774925011656,preamble,,1177,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 43",. The public announcement of an adjournment or postponement of an annual meeting will not commence a new time period (or
f7324948-0994-48f6-bdf6-0c1277cb1e6d,44,712771_000143774925011656,preamble,,1182,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 44",. The Company’s cybersecurity risk mitigation program involves a combination of internal resources and the use of third 
914ca878-4e6b-4c66-8f6a-cb65a1c47b82,45,712771_000143774925011656,preamble,,1188,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 45",". During 2024, approximately 94% of our employees participated in the Engagement Survey. 22 ● As discussed above, our No"
cd25789e-741b-4ffc-875b-2171651e15e3,46,712771_000143774925011656,preamble,,1166,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 46",". For 2024, 55% of our equity share grants for our CEO, Bank President, and CFO will vest only if predetermined 3-year p"
cc7e5157-ab99-4667-a613-f5bd7911431b,47,712771_000143774925011656,preamble,,916,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 47",. Long-Term Incentive Plan ● Aligns executives’ interests with those of shareholders through equity-based compensation a
bbb2d246-7b8d-41e2-96a7-c6b9fc2c2c87,48,712771_000143774925011656,preamble,,1134,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 48",". These metrics were selected by the Compensation Committee to reflect our goal to reward profitability, strategic prior"
9338eb51-7ac4-4d7f-8c05-3bc4600da505,49,712771_000143774925011656,preamble,,1168,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 49",". Grants have a target opportunity, but the Committee can adjust the grant based on consideration of performance factors"
05893e20-eee1-4e0c-8903-4deb55661d9e,50,712771_000143774925011656,preamble,,1172,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 50",". Grant Practices and Timing We do not currently grant stock options as part of our equity compensation programs and, th"
e66c382a-7965-4e82-a5ad-da8ba1c44747,51,712771_000143774925011656,preamble,,1197,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 51",". If such a termination occurs within two years following a change in control (as defined in the employment agreement), "
8559cbbe-b375-4273-ad65-7478f3e63c54,52,712771_000143774925011656,preamble,,1181,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 52",. The severance benefits are subject to reduction in the event the benefits would constitute an “excess parachute paymen
7f6473fc-2f3b-4ecb-84ac-7ad3a6f91ad7,53,712771_000143774925011656,preamble,,827,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 53",. The period to achieve compliance is five (5) years from the day the individual becomes subject to the policy. The Comp
a0b5fd3a-356f-4664-92b9-14ae17fb5a37,54,712771_000143774925011656,preamble,,1164,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 54",". Burns, 2024 $ 500,250 $ - $ 326,307 $ - $ 329,074 $ 340,435 $ 37,363 $ 1,533,428 Senior Executive Vice President 2023 "
1d54d552-338e-4ada-857e-4af88140e78f,55,712771_000143774925011656,preamble,,1193,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 55",". If such a termination occurs within two years following a change in control (as defined in the employment agreement), "
3a1d9bbc-208a-4b9b-8d60-62448c711471,56,712771_000143774925011656,preamble,,1111,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 56",. The severance benefits are subject to reduction in the event the benefits would constitute an “excess parachute paymen
91acd63c-4548-46d8-9524-c8d1b3ba4d60,57,712771_000143774925011656,preamble,,1124,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 57",". We estimate that the median annual compensation for all Company employees, excluding Mr. Sorrentino, was $90,500 for 2"
125ff3e8-9edc-4d75-9476-4368f3bfdace,58,712771_000143774925011656,preamble,,1187,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 58",". Burns, Elizabeth Magennis, Laura Criscione and Michael O’Malley for 2024, William S. Burns, Elizabeth Magennis, Christ"
9f0a8b1d-7989-415b-b34d-deebb33578e3,59,712771_000143774925011656,preamble,,1098,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 59",". Burns 03/22/24 - - - 4,721 9,441 14,162 7,724 - n/a 326,307 Elizabeth Magennis 03/22/24 - - - 5,078 10,155 15,233 8,30"
71ada6fa-e291-45de-8037-062b1196c79b,60,712771_000143774925011656,preamble,,1142,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 60",". The amounts payable to the participants’ beneficiaries vary among the participants, and the age at which a participant"
b83056c4-0794-4128-bd78-45578ac3e563,61,712771_000143774925011656,preamble,,1178,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 61",". Sorrentino, Huttle, Boswell and Kempner owns an 11.1% interest in the limited liability company. No director is the ma"
cfac063b-bc78-4a7a-8cc0-584144394ff6,62,712771_000143774925011656,preamble,,688,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 62",. 47 The Audit and Risk Committee has appointed the firm of Crowe LLP to act as our independent registered public accoun
aba442b4-92fa-450d-8492-428bf72248ac,63,712771_000143774925011656,preamble,,226,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 63","UNITED STATES SECURITIES AND EXCHANGE COMMISSION Washington, D.C. 20549 SCHEDULE 14A Proxy Statement Pursuant to Section"
7d4070bf-1b0e-45b1-b84a-4b286de9e6f1,64,712771_000143774925011656,preamble,,3,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | preamble | chunk 64",UNITED STATES
5ac30bd3-e1c7-45b2-a24c-a46cdb3e1794,65,712771_000143774925011656,c46831e4022aed51fb717048379db10a10acec15d7a43bec1d027f833027bc7d,,8,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | c46831e4022aed51fb717048379db10a10acec15d7a43bec1d027f833027bc7d | chunk 65",SECURITIES AND EXCHANGE COMMISSION
01dfa16d-8a0a-43aa-a0ae-6f7e22884378,66,712771_000143774925011656,fe426eb7621caff62e0f03a7cda81ef147430f9e17db7a0c2a8f981245842476,,8,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | fe426eb7621caff62e0f03a7cda81ef147430f9e17db7a0c2a8f981245842476 | chunk 66","Washington, D.C. 20549"
5e2f872e-be33-4612-850c-168675886be1,67,712771_000143774925011656,fe426eb7621caff62e0f03a7cda81ef147430f9e17db7a0c2a8f981245842476,,5,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | fe426eb7621caff62e0f03a7cda81ef147430f9e17db7a0c2a8f981245842476 | chunk 67",SCHEDULE 14A
3b321c8f-8d86-4f82-96d4-6d6bd0e6946a,68,712771_000143774925011656,446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802,,13,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | 446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802 | chunk 68",Proxy Statement Pursuant to Section 14(a) of the Securities
7ef079a4-2fec-4b70-a224-6782d935d5c1,69,712771_000143774925011656,446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802,,6,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | 446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802 | chunk 69",Exchange Act of 1934
99e66ee3-e111-4b0e-ac5f-4133aa4d88a4,70,712771_000143774925011656,446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802,,8,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | 446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802 | chunk 70",(Amendment No.            )
ccacc164-5496-4a6f-bdb8-7a2f78d560c0,71,712771_000143774925011656,446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802,,19,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | 446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802 | chunk 71",Filed by the Registrant ☒ | Filed by a Party other than the Registrant ☐
2d02066d-d4ac-43ae-962c-8ba9ff915b36,72,712771_000143774925011656,446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802,,5,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | 446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802 | chunk 72",Check the appropriate box :
167ae504-b812-4b8e-a315-ca611b8f04e6,73,712771_000143774925011656,446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802,,6,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | 446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802 | chunk 73",☐ Preliminary Proxy Statement
e4e788e0-5431-43df-b3d2-97e97935af51,74,712771_000143774925011656,446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802,,24,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | 446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802 | chunk 74","☐ Confidential, for Use of the Commission Only (as permitted by Rule 14a-6(e)(2))"
8ceeaff0-a6f0-40d2-91b2-e30b9dc14954,75,712771_000143774925011656,446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802,,7,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | 446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802 | chunk 75",☒ Definitive Proxy Statement
5b53efc8-9544-4164-bfcd-49a8afc9f4fb,76,712771_000143774925011656,446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802,,7,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | 446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802 | chunk 76",☐ Definitive Additional Materials
0fd86a2d-38ed-457c-a86c-ba77e21e53c7,77,712771_000143774925011656,446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802,,13,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | 446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802 | chunk 77",☐ Soliciting Material under §240.14a-12
9ed4fda3-eaf4-4c49-97d7-4220109ddcfe,78,712771_000143774925011656,446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802,,7,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | 446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802 | chunk 78","ConnectOne Bancorp, Inc."
f451be7e-73c4-4895-a831-c1d949a1a34d,79,712771_000143774925011656,446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802,,11,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | 446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802 | chunk 79",(Name of Registrant as Specified in Its Charter)
28d2abc2-5251-4441-ba55-7699980e9406,80,712771_000143774925011656,446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802,,17,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | 446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802 | chunk 80","(Name of Person(s) Filing Proxy Statement, if other than the Registrant)"
2de8583c-00c9-42ab-b48f-489ed3bef9cb,81,712771_000143774925011656,446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802,,12,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | 446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802 | chunk 81",Payment of Filing Fee (Check all boxes that apply):
b8acce27-7a53-47eb-b09b-4eea77c6e0e1,82,712771_000143774925011656,446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802,,5,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | 446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802 | chunk 82",☒ No fee required
92d0b44e-bac6-46eb-9fef-2bbb293d1489,83,712771_000143774925011656,446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802,,8,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | 446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802 | chunk 83",☐ Fee paid previously with preliminary materials
4ff9ed57-4345-442b-82cf-962c511f1c85,84,712771_000143774925011656,446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802,,33,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | 446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802 | chunk 84",☐ Fee computed on table in exhibit required by Item 25(b) per Exchange Act Rules 14a-6(i)(1) and 0-11
b768fb40-baf4-4dc5-b6ce-4b23dd6d9541,85,712771_000143774925011656,446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802,,8,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | 446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802 | chunk 85",[IMAGE:logo.jpg] logo.jpg
562ce0f7-29cb-4a43-b9ca-49203d8a7316,86,712771_000143774925011656,446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802,,4,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | 446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802 | chunk 86",301 Sylvan Avenue
a85a03e6-88e9-464a-a97b-f4c993fffe53,87,712771_000143774925011656,446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802,,11,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | 446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802 | chunk 87","Englewood Cliffs, New Jersey 07632"
ce8d3c2a-3bcd-4208-baef-9d3b09c48219,88,712771_000143774925011656,446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802,,13,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | 446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802 | chunk 88",NOTICE OF ANNUAL MEETING OF SHAREHOLDERS
f72635cd-425d-426b-afb9-08e8b0e332d3,89,712771_000143774925011656,446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802,,11,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | 446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802 | chunk 89","To Be Held on May 20, 2025"
78aab0f8-f14e-4b4d-b2ca-35ca208e53e8,90,712771_000143774925011656,446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802,,5,"ConnectOne Bancorp, Inc. | DEF 14A | 2025-04-11 | 446b38028c9c0ea0cbfe3fdabf23a7f00998eac4fb09e23405c09f4e73307802 | chunk 90",To Our Shareholders:
